t_recon,spikes,analog_signal,recon,squared_error
1.21200488,0.25,2.677155884551,2.68125,1.67617813097074e-05
1.21359306,0.25,2.78094750421422,2.784375,1.17477273615294e-05
1.21540856,0.25,2.88575636821248,2.8875,3.04025181046225e-06
1.21753906,0.25,2.98817704312418,2.990625,5.99249286588964e-06
1.22054924,0.25,3.09172836356761,3.09375,4.08701386474841e-06
1.23254048,-0.25,2.98477342326677,2.990625,3.42409502648618e-05
1.2346691,-0.25,2.88159291398766,2.8875,3.48936651572251e-05
1.23643688,-0.25,2.77909183670406,2.784375,2.79118144115656e-05
1.23801156,-0.25,2.67602617362827,2.68125,2.72883619619786e-05
1.23945682,-0.25,2.57257282287083,2.578125,3.08266708736168e-05
1.24080354,-0.25,2.4693120693702,2.475,3.23525548494359e-05
1.2420586,-0.25,2.36778585225115,2.371875,1.67211293119545e-05
1.24329606,-0.25,2.2633125087911,2.26875,2.9566310646888e-05
1.24446072,-0.25,2.16158851961203,2.165625,1.62931739224736e-05
1.24561442,-0.25,2.05812028882941,2.0625,1.91818699377567e-05
1.2467457,-0.25,1.95457777710328,1.959375,2.30133475207989e-05
1.24784252,-0.25,1.85271551258265,1.85625,1.24926013033817e-05
1.24894028,-0.25,1.74980247393367,1.753125,1.10391794614592e-05
1.25003104,-0.25,1.64707455077554,1.65,8.55825316490094e-06
1.25111954,-0.25,1.54457283516081,1.546875,5.2999629467899e-06
1.25221502,-0.25,1.44191255739359,1.44375,3.37619533185832e-06
1.25333136,-0.25,1.33831438429603,1.340625,5.33894493145257e-06
1.25445126,-0.25,1.23592653681366,1.2375,2.47578639875673e-06
1.25559764,-0.25,1.13324441857382,1.134375,1.27821436122559e-06
1.25677922,-0.25,1.03021957199971,1.03125,1.06178186377699e-06
1.2580079,-0.25,0.92671711722191,0.928125,1.98213391684275e-06
1.2592758,-0.25,0.824434512861247,0.825,3.197757040951e-07
1.26061936,-0.25,0.721776575421948,0.721875,9.68739756479792e-09
1.26204856,-0.25,0.619847875335565,0.61875,1.20533025244206e-06
1.26361804,-0.25,0.517507309164064,0.515625,3.54308778911915e-06
1.26540752,-0.25,0.414299193395318,0.4125,3.23709687375303e-06
1.26753822,-0.25,0.311858727094185,0.309375,6.16890027838638e-06
1.27050174,-0.25,0.209513728024539,0.20625,1.06519206181618e-05
